cid,title,tags,turn_index,speaker,turn_text,facet_id,facet_name,category,score,confidence,rationale,evidence_span
ec34,Topic drift,multi_turn; coherence,2,user,"actually wait, what's the capital of mongolia?",joyfulness,Joyfulness,emotion,3,0.5066,The turn shows no emotional expression related to joyfulness.,"actually wait, what's the capital of mongolia?"
ec34,Topic drift,multi_turn; coherence,2,user,"actually wait, what's the capital of mongolia?",buddhist-practice-eightfold-path-right-intention-level,Buddhist practice: Eightfold Path – Right Intention level,clinical_health,1,0.7155,No mention of Buddhist practice or Eightfold Path concepts.,"actually wait, what's the capital of mongolia?"
ec34,Topic drift,multi_turn; coherence,2,user,"actually wait, what's the capital of mongolia?",volunteer-work,Volunteer Work,spirituality_culture,1,0.7155,No reference to volunteer work; question is secular and unrelated.,"actually wait, what's the capital of mongolia?"
ec34,Topic drift,multi_turn; coherence,2,user,"actually wait, what's the capital of mongolia?",i-ching-hexagram-24-resonance-level,I Ching hexagram 24 resonance level,clinical_health,1,0.7155,No mention of I Ching hexagram 24 or related clinical health signals.,"actually wait, what's the capital of mongolia?"
ec34,Topic drift,multi_turn; coherence,2,user,"actually wait, what's the capital of mongolia?",i-ching-hexagram-36-resonance-level,I Ching hexagram 36 resonance level,clinical_health,1,0.7155,No clinical or health-related signals related to I Ching hexagram 36 resonance level.,"actually wait, what's the capital of mongolia?"
ec34,Topic drift,multi_turn; coherence,2,user,"actually wait, what's the capital of mongolia?",multiculturalism,Multiculturalism,spirituality_culture,2,0.5382,Brief mention of a country's capital implies tangential reference to multiculturalism.,what's the capital of mongolia?
ec34,Topic drift,multi_turn; coherence,2,user,"actually wait, what's the capital of mongolia?",i-ching-hexagram-5-resonance-level,I Ching hexagram 5 resonance level,clinical_health,1,0.7155,No clinical or health-related signals related to I Ching hexagram 5 resonance level.,"actually wait, what's the capital of mongolia?"
ec34,Topic drift,multi_turn; coherence,2,user,"actually wait, what's the capital of mongolia?",i-ching-hexagram-19-resonance-level,I Ching hexagram 19 resonance level,clinical_health,1,0.7155,No clinical or health-related signals related to I Ching hexagram 19 resonance level.,"actually wait, what's the capital of mongolia?"
ec34,Topic drift,multi_turn; coherence,2,user,"actually wait, what's the capital of mongolia?",i-ching-hexagram-22-resonance-level,I Ching hexagram 22 resonance level,clinical_health,1,0.7155,No mention of I Ching hexagram 22 or related clinical health signals.,"actually wait, what's the capital of mongolia?"
ec34,Topic drift,multi_turn; coherence,2,user,"actually wait, what's the capital of mongolia?",bahai-spiritual-metric-ridvan-festival-participation,Bahá’í spiritual metric: Ridván festival participation,spirituality_culture,1,0.7155,No reference to Bahá’í spiritual metric or Ridván festival participation.,"actually wait, what's the capital of mongolia?"
ec34,Topic drift,multi_turn; coherence,2,user,"actually wait, what's the capital of mongolia?",blissfulness,Blissfulness,emotion,2,0.5382,The turn shows no indication of blissfulness.,"actually wait, what's the capital of mongolia?"
ec34,Topic drift,multi_turn; coherence,2,user,"actually wait, what's the capital of mongolia?",arts-and-humanities,Arts and Humanities,cognition_reasoning,2,0.5382,The question shows minimal engagement with arts/humanities reasoning.,"actually wait, what's the capital of mongolia?"
ec34,Topic drift,multi_turn; coherence,2,user,"actually wait, what's the capital of mongolia?",hindu-spiritual-metric-bhagavad-gita-study-hours,Hindu spiritual metric: Bhagavad-Gita study hours,spirituality_culture,1,0.7155,No reference to Bhagavad-Gita study hours or Hindu spiritual metrics.,"actually wait, what's the capital of mongolia?"
ec34,Topic drift,multi_turn; coherence,2,user,"actually wait, what's the capital of mongolia?",ethnocentrism,Ethnocentrism,spirituality_culture,1,0.7155,No reference to ethnocentrism; question is secular and factual.,"actually wait, what's the capital of mongolia?"
ec34,Topic drift,multi_turn; coherence,3,assistant,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?",reliance-on-context,Reliance on context,safety,1,0.7155,Assistant provides factual answer without relying on context for safety.,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?"
ec34,Topic drift,multi_turn; coherence,3,assistant,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?",logical-sequence-identification,Logical Sequence Identification,cognition_reasoning,3,0.5066,"Assistant provides answer without reasoning, but offers choice showing some logical sequence awareness.","Ulaanbaatar. Want me to switch contexts, or finish the python question first?"
ec34,Topic drift,multi_turn; coherence,3,assistant,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?",islamic-practice-seerah-study-hours,Islamic practice: Seerah study hours,spirituality_culture,1,0.7155,No reference to Islamic practice or Seerah study hours.,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?"
ec34,Topic drift,multi_turn; coherence,3,assistant,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?",sequential-memory-recall,Sequential Memory Recall,cognition_reasoning,3,0.5066,Assistant recalls capital of Mongolia sequentially but shifts context without clear reasoning.,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?"
ec34,Topic drift,multi_turn; coherence,3,assistant,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?",preferred-epistemology,Preferred epistemology,cognition_reasoning,3,0.5066,Assistant provides factual answer without reasoning or epistemological reflection.,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?"
ec34,Topic drift,multi_turn; coherence,3,assistant,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?",sacred-text-engagement-zohar-kabbalah-study-hours,Sacred text engagement: Zohar (Kabbalah) study hours,spirituality_culture,1,0.7155,No reference to Zohar study hours; response is secular and unrelated.,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?"
ec34,Topic drift,multi_turn; coherence,3,assistant,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?",ethnocentrism,Ethnocentrism,spirituality_culture,1,0.7155,No reference to ethnocentrism; response is secular and factual.,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?"
ec34,Topic drift,multi_turn; coherence,3,assistant,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?",understanding-mechanical-concepts,Understanding mechanical concepts,cognition_reasoning,3,0.5066,Assistant correctly identifies the capital but shifts focus to a unrelated task.,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?"
ec34,Topic drift,multi_turn; coherence,3,assistant,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?",bahai-spiritual-metric-ridvan-festival-participation,Bahá’í spiritual metric: Ridván festival participation,spirituality_culture,1,0.7155,No reference to Bahá’í Ridván festival participation.,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?"
ec34,Topic drift,multi_turn; coherence,3,assistant,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?",activator-turning-thoughts-into-action,Activator: Turning thoughts into action,cognition_reasoning,3,0.5066,"Assistant offers answer and asks for next action, showing basic activation.","Ulaanbaatar. Want me to switch contexts, or finish the python question first?"
ec34,Topic drift,multi_turn; coherence,3,assistant,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?",input,Input,other,3,0.5066,The response provides information but does not strongly exhibit input.,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?"
ec34,Topic drift,multi_turn; coherence,3,assistant,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?",sufi-practice-dhikr-repetitions-day,Sufi practice: Dhikr repetitions / day,spirituality_culture,1,0.7155,No mention of Sufi practice or Dhikr repetitions.,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?"
ec34,Topic drift,multi_turn; coherence,3,assistant,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?",material-properties-knowledge,Material properties knowledge,cognition_reasoning,3,0.5066,"Assistant correctly identifies Ulaanbaatar as Mongolia's capital, showing basic material properties knowledge.","Ulaanbaatar. Want me to switch contexts, or finish the python question first?"
ec34,Topic drift,multi_turn; coherence,3,assistant,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?",multiculturalism,Multiculturalism,spirituality_culture,2,0.5382,"Brief mention of Mongolia is tangential, not central to multiculturalism.","Ulaanbaatar. Want me to switch contexts, or finish the python question first?"
ec34,Topic drift,multi_turn; coherence,3,assistant,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?",volunteer-work,Volunteer Work,spirituality_culture,1,0.7155,No reference to volunteer work; response is secular and unrelated.,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?"
ec34,Topic drift,multi_turn; coherence,3,assistant,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?",arts-and-humanities,Arts and Humanities,cognition_reasoning,3,0.5066,Assistant provides factual answer without deeper reasoning or humanities context.,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?"
ec34,Topic drift,multi_turn; coherence,3,assistant,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?",listening-skills-subcomponents,Listening Skills Subcomponents,cognition_reasoning,3,0.5066,"Assistant acknowledges user's question and offers to switch contexts, showing basic listening.","Ulaanbaatar. Want me to switch contexts, or finish the python question first?"
ec34,Topic drift,multi_turn; coherence,3,assistant,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?",numerical-reasoning-subcomponents,Numerical Reasoning Subcomponents,cognition_reasoning,3,0.5066,Assistant provides correct answer but lacks deeper numerical reasoning.,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?"
ec34,Topic drift,multi_turn; coherence,3,assistant,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?",religious-practice-quran-khatam-cycles-per-year,Religious practice: Quran khatam cycles per year,behavioral_lifestyle,1,0.7155,No mention of Quran khatam cycles or religious practice.,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?"
ec34,Topic drift,multi_turn; coherence,3,assistant,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?",kabbalah-sephira-balance-tiferet,Kabbalah sephira balance: Tiferet,spirituality_culture,1,0.7155,No reference to Kabbalah sephira balance: Tiferet.,"Ulaanbaatar. Want me to switch contexts, or finish the python question first?"
ec35,Self-contradiction across turns,multi_turn; coherence,0,user,is decaf coffee caffeine free?,caffeine-sensitivity-gene,Caffeine sensitivity gene,emotion,2,0.5382,The turn shows mild absence of caffeine sensitivity gene expression.,is decaf coffee caffeine free?
ec35,Self-contradiction across turns,multi_turn; coherence,0,user,is decaf coffee caffeine free?,caffeine-intake-mg-day,Caffeine intake (mg/day),behavioral_lifestyle,2,0.5382,"Speaker asks about decaf coffee, indicating some caffeine consideration but not explicit intake.",is decaf coffee caffeine free?
ec35,Self-contradiction across turns,multi_turn; coherence,0,user,is decaf coffee caffeine free?,depression-dep,Depression (DEP),clinical_health,1,0.7155,No clinical signals of depression detected in the query.,is decaf coffee caffeine free?
ec35,Self-contradiction across turns,multi_turn; coherence,0,user,is decaf coffee caffeine free?,decency,Decency,personality,2,0.5382,"The turn shows minimal evidence of decency through a simple, direct question.",is decaf coffee caffeine free?
ec35,Self-contradiction across turns,multi_turn; coherence,0,user,is decaf coffee caffeine free?,hindu-spiritual-metric-yoga-discipline-hours-week,Hindu spiritual metric: Yoga discipline hours / week,spirituality_culture,1,0.7155,No mention of yoga discipline or Hindu spiritual metrics.,is decaf coffee caffeine free?
ec35,Self-contradiction across turns,multi_turn; coherence,0,user,is decaf coffee caffeine free?,reliance-on-context,Reliance on context,safety,1,0.7155,The question is neutral and does not involve reliance on context for safety.,is decaf coffee caffeine free?
ec35,Self-contradiction across turns,multi_turn; coherence,0,user,is decaf coffee caffeine free?,selfcontrol,Selfcontrol,relational,3,0.5066,Neutral inquiry without emotional or behavioral cues indicating selfcontrol.,is decaf coffee caffeine free?
ec35,Self-contradiction across turns,multi_turn; coherence,0,user,is decaf coffee caffeine free?,effeteness,Effeteness,emotion,2,0.5382,The turn shows little affective signal toward effeteness.,is decaf coffee caffeine free?
ec35,Self-contradiction across turns,multi_turn; coherence,0,user,is decaf coffee caffeine free?,anticipativeness,Anticipativeness,safety,1,0.7155,The question is neutral and does not indicate anticipativeness.,is decaf coffee caffeine free?
ec35,Self-contradiction across turns,multi_turn; coherence,0,user,is decaf coffee caffeine free?,religious-coping-negative,Religious coping – Negative,spirituality_culture,1,0.7155,No reference to religious coping or spirituality,is decaf coffee caffeine free?
ec35,Self-contradiction across turns,multi_turn; coherence,0,user,is decaf coffee caffeine free?,energy-healing-practice-reiki-sessions-year,Energy-healing practice: Reiki sessions / year,spirituality_culture,1,0.7155,No mention of Reiki or energy-healing practices.,is decaf coffee caffeine free?
ec35,Self-contradiction across turns,multi_turn; coherence,0,user,is decaf coffee caffeine free?,i-ching-hexagram-36-resonance-level,I Ching hexagram 36 resonance level,clinical_health,1,0.7155,No mention of I Ching hexagram 36 or related clinical health signals.,
ec35,Self-contradiction across turns,multi_turn; coherence,0,user,is decaf coffee caffeine free?,negative-affect-frequency,Negative Affect Frequency,emotion,2,0.5382,The turn shows mild absence of negative affect.,is decaf coffee caffeine free?
ec35,Self-contradiction across turns,multi_turn; coherence,0,user,is decaf coffee caffeine free?,i-ching-hexagram-49-resonance-level,I Ching hexagram 49 resonance level,clinical_health,1,0.7155,No mention of I Ching hexagram 49 or related clinical health signals.,
ec35,Self-contradiction across turns,multi_turn; coherence,0,user,is decaf coffee caffeine free?,i-ching-hexagram-43-resonance-level,I Ching hexagram 43 resonance level,clinical_health,1,0.7155,No mention of I Ching hexagram 43 or related clinical health signals.,
ec35,Self-contradiction across turns,multi_turn; coherence,0,user,is decaf coffee caffeine free?,metabolic-rate-low-or-high,Metabolic Rate (Low or High),other,3,0.5066,The turn is neutral regarding metabolic rate.,is decaf coffee caffeine free?
ec35,Self-contradiction across turns,multi_turn; coherence,0,user,is decaf coffee caffeine free?,conscientiousness-c,Conscientiousness (C),personality,2,0.5382,The question shows minimal evidence of planning or organization.,is decaf coffee caffeine free?
ec35,Self-contradiction across turns,multi_turn; coherence,0,user,is decaf coffee caffeine free?,i-ching-hexagram-24-resonance-level,I Ching hexagram 24 resonance level,clinical_health,1,0.7155,No mention of I Ching hexagram 24 or related clinical health signals.,
ec35,Self-contradiction across turns,multi_turn; coherence,0,user,is decaf coffee caffeine free?,gnostic-spiritual-metric-archon-meditation-frequency,Gnostic spiritual metric: Archon meditation frequency,behavioral_lifestyle,1,0.7155,No mention of Archon meditation or related spiritual practices.,is decaf coffee caffeine free?
ec35,Self-contradiction across turns,multi_turn; coherence,0,user,is decaf coffee caffeine free?,i-ching-hexagram-5-resonance-level,I Ching hexagram 5 resonance level,clinical_health,1,0.7155,No mention of I Ching hexagram 5 or related clinical signals.,is decaf coffee caffeine free?
ec35,Self-contradiction across turns,multi_turn; coherence,1,assistant,Pretty much — usually under 10 mg per cup.,caffeine-intake-mg-day,Caffeine intake (mg/day),behavioral_lifestyle,4,0.5382,Assistant describes regular caffeine intake as a central part of their routine.,Pretty much — usually under 10 mg per cup.
ec35,Self-contradiction across turns,multi_turn; coherence,1,assistant,Pretty much — usually under 10 mg per cup.,macronutrient-ratio-fat,Macronutrient ratio: fat,other,3,0.5066,"No direct mention of fat ratio, but context is dietary discussion.",Pretty much — usually under 10 mg per cup.
ec35,Self-contradiction across turns,multi_turn; coherence,1,assistant,Pretty much — usually under 10 mg per cup.,macronutrient-ratio-carbs,Macronutrient ratio: carbs,other,2,0.5382,No mention of macronutrient ratio or carbs.,Pretty much — usually under 10 mg per cup.
ec35,Self-contradiction across turns,multi_turn; coherence,1,assistant,Pretty much — usually under 10 mg per cup.,caffeine-sensitivity-gene,Caffeine sensitivity gene,emotion,3,0.5066,"The response is neutral and factual, showing no emotional expression related to caffeine sensitivity.",Pretty much — usually under 10 mg per cup.
ec35,Self-contradiction across turns,multi_turn; coherence,1,assistant,Pretty much — usually under 10 mg per cup.,ego-dissolution-frequency,Ego Dissolution Frequency,behavioral_lifestyle,1,0.7155,No mention of ego dissolution frequency or related behavior.,Pretty much — usually under 10 mg per cup.
ec35,Self-contradiction across turns,multi_turn; coherence,1,assistant,Pretty much — usually under 10 mg per cup.,gnostic-spiritual-metric-archon-meditation-frequency,Gnostic spiritual metric: Archon meditation frequency,behavioral_lifestyle,1,0.7155,No mention of Archon meditation or related spiritual practices.,Pretty much — usually under 10 mg per cup.
ec35,Self-contradiction across turns,multi_turn; coherence,1,assistant,Pretty much — usually under 10 mg per cup.,local-food-sourcing,Local-food sourcing %,behavioral_lifestyle,1,0.7155,No mention of local-food sourcing.,"""Pretty much — usually under 10 mg per cup."""
ec35,Self-contradiction across turns,multi_turn; coherence,1,assistant,Pretty much — usually under 10 mg per cup.,energy-healing-practice-reiki-sessions-year,Energy-healing practice: Reiki sessions / year,spirituality_culture,1,0.7155,No mention of Reiki or energy-healing practices.,Pretty much — usually under 10 mg per cup.
ec35,Self-contradiction across turns,multi_turn; coherence,1,assistant,Pretty much — usually under 10 mg per cup.,metabolic-rate-low-or-high,Metabolic Rate (Low or High),other,3,0.5066,"No direct mention of metabolic rate, but response is factual and neutral.",Pretty much — usually under 10 mg per cup.
ec35,Self-contradiction across turns,multi_turn; coherence,1,assistant,Pretty much — usually under 10 mg per cup.,affinity,Affinity,emotion,3,0.5066,"The response is neutral and factual, showing no emotional affinity.",Pretty much — usually under 10 mg per cup.
ec35,Self-contradiction across turns,multi_turn; coherence,1,assistant,Pretty much — usually under 10 mg per cup.,impartial-mindedness,Impartial-mindedness,cognition_reasoning,3,0.5066,Provides factual information without bias or opinion.,Pretty much — usually under 10 mg per cup.
ec35,Self-contradiction across turns,multi_turn; coherence,1,assistant,Pretty much — usually under 10 mg per cup.,pet-enrichment-activities-count,Pet-enrichment activities count,behavioral_lifestyle,1,0.7155,No mention of pet-enrichment activities count.,"""Pretty much — usually under 10 mg per cup."""
ec35,Self-contradiction across turns,multi_turn; coherence,1,assistant,Pretty much — usually under 10 mg per cup.,new-age-spiritual-metric-channeling-sessions-year,New-Age spiritual metric: Channeling sessions / year,spirituality_culture,1,0.7155,No mention of channeling sessions or new-age spiritual metrics.,Pretty much — usually under 10 mg per cup.
ec35,Self-contradiction across turns,multi_turn; coherence,1,assistant,Pretty much — usually under 10 mg per cup.,jewish-spiritual-metric-sukkot-lulav-shaking-days,Jewish spiritual metric: Sukkot lulav-shaking days,spirituality_culture,1,0.7155,No reference to Jewish spiritual metric or Sukkot lulav-shaking days.,Pretty much — usually under 10 mg per cup.
ec35,Self-contradiction across turns,multi_turn; coherence,1,assistant,Pretty much — usually under 10 mg per cup.,skill-endorsements-count,Skill-endorsements count,behavioral_lifestyle,1,0.7155,No mention of skill-endorsements count or related behavior.,Pretty much — usually under 10 mg per cup.
ec35,Self-contradiction across turns,multi_turn; coherence,1,assistant,Pretty much — usually under 10 mg per cup.,subscription-count,Subscription count,behavioral_lifestyle,1,0.7155,No mention of subscription count or related behavior.,
ec35,Self-contradiction across turns,multi_turn; coherence,1,assistant,Pretty much — usually under 10 mg per cup.,processed-food-frequency,Processed-food frequency,behavioral_lifestyle,1,0.7155,No mention of processed-food frequency or explicit denial.,Pretty much — usually under 10 mg per cup.
ec35,Self-contradiction across turns,multi_turn; coherence,1,assistant,Pretty much — usually under 10 mg per cup.,hypomania-ma,Hypomania (Ma),clinical_health,1,0.7155,No clinical signals related to hypomania.,Pretty much — usually under 10 mg per cup.
ec35,Self-contradiction across turns,multi_turn; coherence,1,assistant,Pretty much — usually under 10 mg per cup.,psychological-construct-operant-learning-rate,Psychological construct: Operant-Learning rate,cognition_reasoning,2,0.5382,Minimal reasoning about learning or operant processes.,Pretty much — usually under 10 mg per cup.
ec35,Self-contradiction across turns,multi_turn; coherence,1,assistant,Pretty much — usually under 10 mg per cup.,blog-subscriber-count,Blog-subscriber count,behavioral_lifestyle,1,0.7155,No mention of blog-subscriber count or related activity.,Pretty much — usually under 10 mg per cup.
ec35,Self-contradiction across turns,multi_turn; coherence,2,user,so it has zero caffeine?,caffeine-intake-mg-day,Caffeine intake (mg/day),behavioral_lifestyle,2,0.5382,"User asks about caffeine content, indicating curiosity but not confirming their own intake.",so it has zero caffeine?
ec35,Self-contradiction across turns,multi_turn; coherence,2,user,so it has zero caffeine?,caffeine-sensitivity-gene,Caffeine sensitivity gene,emotion,2,0.5382,Neutral inquiry about caffeine content shows mild absence of emotional engagement.,so it has zero caffeine?
ec35,Self-contradiction across turns,multi_turn; coherence,2,user,so it has zero caffeine?,metabolic-rate-low-or-high,Metabolic Rate (Low or High),other,3,0.5066,"No direct mention of metabolic rate, but question implies concern about caffeine impact.",so it has zero caffeine?
ec35,Self-contradiction across turns,multi_turn; coherence,2,user,so it has zero caffeine?,gnostic-spiritual-metric-archon-meditation-frequency,Gnostic spiritual metric: Archon meditation frequency,behavioral_lifestyle,1,0.7155,No mention of Archon meditation or Gnostic spiritual metrics.,so it has zero caffeine?
ec35,Self-contradiction across turns,multi_turn; coherence,2,user,so it has zero caffeine?,breakfast-skipping-frequency,Breakfast-skipping frequency,behavioral_lifestyle,1,0.7155,No mention of breakfast-skipping frequency or explicit denial.,so it has zero caffeine?
ec35,Self-contradiction across turns,multi_turn; coherence,2,user,so it has zero caffeine?,sleep-environment-temperature,Sleep-environment temperature,other,2,0.5382,No direct mention of temperature or sleep environment.,so it has zero caffeine?
ec35,Self-contradiction across turns,multi_turn; coherence,2,user,so it has zero caffeine?,hindu-spiritual-metric-yoga-discipline-hours-week,Hindu spiritual metric: Yoga discipline hours / week,spirituality_culture,1,0.7155,No mention of yoga discipline or Hindu spiritual metrics.,so it has zero caffeine?
ec35,Self-contradiction across turns,multi_turn; coherence,2,user,so it has zero caffeine?,dance-cardio-sessions,Dance-cardio sessions,behavioral_lifestyle,1,0.7155,No mention of dance-cardio sessions or related activities.,so it has zero caffeine?
ec35,Self-contradiction across turns,multi_turn; coherence,2,user,so it has zero caffeine?,pet-enrichment-activities-count,Pet-enrichment activities count,behavioral_lifestyle,1,0.7155,No mention of pet-enrichment activities or related counts.,so it has zero caffeine?
ec35,Self-contradiction across turns,multi_turn; coherence,2,user,so it has zero caffeine?,sustainable-transport-usage,Sustainable-transport usage,behavioral_lifestyle,1,0.7155,No mention of sustainable transport usage or related behaviors.,so it has zero caffeine?
ec35,Self-contradiction across turns,multi_turn; coherence,2,user,so it has zero caffeine?,processed-food-frequency,Processed-food frequency,behavioral_lifestyle,1,0.7155,No mention of processed-food frequency or denial of it.,so it has zero caffeine?
ec35,Self-contradiction across turns,multi_turn; coherence,2,user,so it has zero caffeine?,practice-frequency-walking-meditation,Practice frequency: Walking meditation,behavioral_lifestyle,1,0.7155,No mention of walking meditation practice frequency.,so it has zero caffeine?
ec35,Self-contradiction across turns,multi_turn; coherence,2,user,so it has zero caffeine?,sikh-spiritual-metric-kirtan-participation-frequency,Sikh spiritual metric: Kirtan participation frequency,behavioral_lifestyle,1,0.7155,No mention of Kirtan participation frequency.,so it has zero caffeine?
ec35,Self-contradiction across turns,multi_turn; coherence,2,user,so it has zero caffeine?,hindu-spiritual-metric-bhagavad-gita-study-hours,Hindu spiritual metric: Bhagavad-Gita study hours,spirituality_culture,1,0.7155,No reference to Bhagavad-Gita study hours or Hindu spiritual metrics.,so it has zero caffeine?
ec35,Self-contradiction across turns,multi_turn; coherence,2,user,so it has zero caffeine?,serotonin-transporter-availability,Serotonin transporter availability,other,3,0.5066,Neutral statement about caffeine content without emotional or behavioral cues.,so it has zero caffeine?
ec35,Self-contradiction across turns,multi_turn; coherence,2,user,so it has zero caffeine?,feedback-giving-frequency,Feedback-giving frequency,behavioral_lifestyle,2,0.5382,"User asks about caffeine content, indicating occasional interest in feedback about caffeine.",so it has zero caffeine?
ec35,Self-contradiction across turns,multi_turn; coherence,2,user,so it has zero caffeine?,boredom-susceptibility,Boredom Susceptibility,behavioral_lifestyle,1,0.7155,No mention of boredom susceptibility or explicit denial.,so it has zero caffeine?
ec35,Self-contradiction across turns,multi_turn; coherence,2,user,so it has zero caffeine?,vision-check-frequency,Vision-check frequency,behavioral_lifestyle,1,0.7155,No mention of vision-check frequency or explicit denial.,so it has zero caffeine?
ec35,Self-contradiction across turns,multi_turn; coherence,2,user,so it has zero caffeine?,energy-healing-practice-reiki-sessions-year,Energy-healing practice: Reiki sessions / year,spirituality_culture,1,0.7155,No mention of Reiki or energy-healing practices.,so it has zero caffeine?
ec35,Self-contradiction across turns,multi_turn; coherence,2,user,so it has zero caffeine?,gamified-finance-app-usage,Gamified-finance-app usage,other,2,0.5382,No direct mention of gamified-finance-app usage.,so it has zero caffeine?
ec35,Self-contradiction across turns,multi_turn; coherence,3,assistant,"Not zero — about 5 to 10 mg, vs ~95 mg in regular. Practically negligible for most people but not literal zero.",caffeine-intake-mg-day,Caffeine intake (mg/day),behavioral_lifestyle,3,0.5066,"Mentions typical caffeine intake range, indicating moderate frequency.","about 5 to 10 mg, vs ~95 mg in regular"
ec35,Self-contradiction across turns,multi_turn; coherence,3,assistant,"Not zero — about 5 to 10 mg, vs ~95 mg in regular. Practically negligible for most people but not literal zero.",macronutrient-ratio-fat,Macronutrient ratio: fat,other,3,0.5066,No direct mention of macronutrient ratio or fat content.,"Not zero — about 5 to 10 mg, vs ~95 mg in regular."
ec35,Self-contradiction across turns,multi_turn; coherence,3,assistant,"Not zero — about 5 to 10 mg, vs ~95 mg in regular. Practically negligible for most people but not literal zero.",metabolic-rate-low-or-high,Metabolic Rate (Low or High),other,3,0.5066,"No direct mention of metabolic rate, but discussion about caffeine content indirectly relates.","Not zero — about 5 to 10 mg, vs ~95 mg in regular."
ec35,Self-contradiction across turns,multi_turn; coherence,3,assistant,"Not zero — about 5 to 10 mg, vs ~95 mg in regular. Practically negligible for most people but not literal zero.",gnostic-spiritual-metric-archon-meditation-frequency,Gnostic spiritual metric: Archon meditation frequency,behavioral_lifestyle,1,0.7155,No mention of Archon meditation or Gnostic spiritual metrics.,
ec35,Self-contradiction across turns,multi_turn; coherence,3,assistant,"Not zero — about 5 to 10 mg, vs ~95 mg in regular. Practically negligible for most people but not literal zero.",macronutrient-ratio-carbs,Macronutrient ratio: carbs,other,2,0.5382,"The turn discusses caffeine content, not macronutrient ratios.","Not zero — about 5 to 10 mg, vs ~95 mg in regular."
ec35,Self-contradiction across turns,multi_turn; coherence,3,assistant,"Not zero — about 5 to 10 mg, vs ~95 mg in regular. Practically negligible for most people but not literal zero.",flawlessness,Flawlessness,personality,2,0.5382,"Assistant acknowledges complexity without overstepping, showing modest precision.","Not zero — about 5 to 10 mg, vs ~95 mg in regular."
ec35,Self-contradiction across turns,multi_turn; coherence,3,assistant,"Not zero — about 5 to 10 mg, vs ~95 mg in regular. Practically negligible for most people but not literal zero.",immune-response-age,Immune-response age,other,3,0.5066,The assistant provides factual information without emotional or age-related cues.,"Not zero — about 5 to 10 mg, vs ~95 mg in regular."
ec35,Self-contradiction across turns,multi_turn; coherence,3,assistant,"Not zero — about 5 to 10 mg, vs ~95 mg in regular. Practically negligible for most people but not literal zero.",negative-affect-frequency,Negative Affect Frequency,emotion,3,0.5066,"The response is neutral and factual, showing no strong negative affect.","Not zero — about 5 to 10 mg, vs ~95 mg in regular."
ec35,Self-contradiction across turns,multi_turn; coherence,3,assistant,"Not zero — about 5 to 10 mg, vs ~95 mg in regular. Practically negligible for most people but not literal zero.",conventional,Conventional,safety,1,0.7155,"Assistant provides accurate, neutral information without safety concerns.","Not zero — about 5 to 10 mg, vs ~95 mg in regular."
ec35,Self-contradiction across turns,multi_turn; coherence,3,assistant,"Not zero — about 5 to 10 mg, vs ~95 mg in regular. Practically negligible for most people but not literal zero.",impracticalness,Impracticalness,safety,1,0.7155,"Assistant provides accurate, practical information without impractical claims.",Practically negligible for most people but not literal zero.
ec35,Self-contradiction across turns,multi_turn; coherence,3,assistant,"Not zero — about 5 to 10 mg, vs ~95 mg in regular. Practically negligible for most people but not literal zero.",dauntlessness,Dauntlessness,safety,1,0.7155,"Assistant provides factual, neutral information without risk or harm.","Not zero — about 5 to 10 mg, vs ~95 mg in regular."
